p0,lpips_alex,MOS
bike_bakedUV2_simpL1_qp8_qt6_decompJPEG_2048x2048_Q10, 0.686118, 0.672619047619047
bike_bakedUV2_simpL1_qp9_qt6_decompJPEG_1440x1440_Q75, 0.595465, 0.607142857142858
bike_bakedUV2_simpL2_qp10_qt6_decompJPEG_1440x1440_Q25, 0.591085, 0.458333333333332
bike_bakedUV2_simpL2_qp10_qt6_decompJPEG_1440x1440_Q90, 0.592741, 0.494186046511627
bike_bakedUV2_simpL2_qp11_qt10_decompJPEG_512x512_Q90, 0.241199, 0.261627906976745
bike_bakedUV2_simpL2_qp11_qt6_decompJPEG_1440x1440_Q75, 0.585872, 0.48888888888889
bike_bakedUV2_simpL2_qp11_qt6_decompJPEG_1440x1440_Q90, 0.586060, 0.428571428571427
bike_bakedUV2_simpL2_qp8_qt6_decompJPEG_2048x2048_Q10, 0.686860, 0.701219512195122
bike_bakedUV2_simpL3_qp10_qt10_decompJPEG_712x712_Q75, 0.205599, 0.151162790697675
bike_bakedUV2_simpL3_qp10_qt6_decompJPEG_1440x1440_Q75, 0.595367, 0.575
bike_bakedUV2_simpL3_qp10_qt6_decompJPEG_1440x1440_Q90, 0.595317, 0.482142857142858
bike_bakedUV2_simpL3_qp10_qt9_decompJPEG_2048x2048_Q90, 0.171506, 0.125
bike_bakedUV2_simpL3_qp10_qt9_decompJPEG_512x512_Q90, 0.266313, 0.273255813953488
bike_bakedUV2_simpL3_qp11_qt10_decompJPEG_512x512_Q90, 0.245485, 0.24375
bike_bakedUV2_simpL3_qp11_qt10_decompJPEG_712x712_Q50, 0.219663, 0.198863636363638
bike_bakedUV2_simpL3_qp11_qt6_decompJPEG_1440x1440_Q90, 0.589493, 0.55625
bike_bakedUV2_simpL3_qp11_qt6_decompJPEG_512x512_Q75, 0.582105, 0.5625
bike_bakedUV2_simpL3_qp11_qt9_decompJPEG_1440x1440_Q25, 0.190957, 0.104651162790697
bike_bakedUV2_simpL3_qp8_qt6_decompJPEG_512x512_Q25, 0.705288, 0.686046511627908
bike_bakedUV2_simpL3_qp9_qt6_decompJPEG_2048x2048_Q10, 0.613013, 0.571428571428573
bike_bakedUV2_simpL4_qp11_qt6_decompJPEG_1440x1440_Q75, 0.593973, 0.488095238095237
bike_bakedUV2_simpL4_qp11_qt9_decompJPEG_1024x1024_Q25, 0.226822, 0.255555555555555
bike_bakedUV2_simpL4_qp11_qt9_decompJPEG_2048x2048_Q90, 0.172380, 0.15909090909091
bike_bakedUV2_simpL4_qp8_qt6_decompJPEG_1024x1024_Q75, 0.667612, 0.672619047619047
bike_bakedUV2_simpL4_qp8_qt6_decompJPEG_1440x1440_Q75, 0.669740, 0.69767441860465
bike_bakedUV2_simpL4_qp8_qt6_decompJPEG_2048x2048_Q25, 0.676962, 0.725
bike_bakedUV2_simpL4_qp9_qt6_decompJPEG_1440x1440_Q10, 0.627098, 0.658536585365852
bike_bakedUV2_simpL4_qp9_qt6_decompJPEG_1440x1440_Q75, 0.605160, 0.573863636363637
bike_bakedUV2_simpL4_qp9_qt6_decompJPEG_1440x1440_Q90, 0.604939, 0.607142857142858
bike_bakedUV2_simpL4_qp9_qt6_decompJPEG_2048x2048_Q10, 0.618371, 0.652439024390245
bike_bakedUV2_simpL4_qp9_qt6_decompJPEG_512x512_Q25, 0.635071, 0.6
bike_bakedUV2_simpL5_qp11_qt6_decompJPEG_1440x1440_Q75, 0.604023, 0.529761904761905
bike_bakedUV2_simpL5_qp8_qt6_decompJPEG_2048x2048_Q10, 0.704772, 0.70625
bike_bakedUV2_simpL5_qp8_qt6_decompJPEG_512x512_Q25, 0.724566, 0.73888888888889
bike_bakedUV2_simpL5_qp8_qt6_decompJPEG_512x512_Q75, 0.695037, 0.773255813953488
bike_bakedUV2_simpL5_qp8_qt6_decompJPEG_512x512_Q90, 0.693816, 0.69186046511628
bike_bakedUV2_simpL5_qp8_qt6_decompJPEG_712x712_Q90, 0.688979, 0.71875
bike_bakedUV2_simpL5_qp9_qt6_decompJPEG_2048x2048_Q10, 0.637325, 0.61046511627907
bike_bakedUV2_simpL6_qp9_qt6_decompJPEG_1024x1024_Q25, 0.625331, 0.619318181818183
bike_bakedUV2_simpL7_qp8_qt6_decompJPEG_2048x2048_Q90, 0.678400, 0.710227272727272
CopticBookModel_simpL1_qp7_qt10_decompJPEG_1440x1440_Q75, 0.757781, 0.9625
CopticBookModel_simpL1_qp8_qt9_decompJPEG_712x712_Q75, 0.384257, 0.517857142857142
CopticBookModel_simpL10_qp10_qt7_decompJPEG_2048x2048_Q90, 0.692693, 0.660714285714285
CopticBookModel_simpL10_qp7_qt8_decompJPEG_512x512_Q10, 0.851399, 0.845238095238095
CopticBookModel_simpL10_qp8_qt8_decompJPEG_2048x2048_Q75, 0.695396, 0.664772727272728
CopticBookModel_simpL10_qp8_qt8_decompJPEG_712x712_Q75, 0.714272, 0.704545454545455
CopticBookModel_simpL2_qp11_qt6_decompJPEG_512x512_Q50, 0.380892, 0.511627906976745
CopticBookModel_simpL2_qp7_qt10_decompJPEG_2048x2048_Q25, 0.742205, 0.88953488372093
CopticBookModel_simpL2_qp7_qt8_decompJPEG_1440x1440_Q75, 0.753185, 0.88888888888889
CopticBookModel_simpL2_qp9_qt6_decompJPEG_1024x1024_Q50, 0.453269, 0.6375
CopticBookModel_simpL2_qp9_qt7_decompJPEG_1024x1024_Q25, 0.282843, 0.38953488372093
CopticBookModel_simpL3_qp10_qt7_decompJPEG_512x512_Q50, 0.218958, 0.267857142857142
CopticBookModel_simpL3_qp11_qt10_decompJPEG_712x712_Q10, 0.253540, 0.26875
CopticBookModel_simpL3_qp11_qt9_decompJPEG_1024x1024_Q10, 0.199551, 0.11904761904762
CopticBookModel_simpL3_qp8_qt9_decompJPEG_712x712_Q25, 0.377616, 0.577380952380953
CopticBookModel_simpL4_qp10_qt9_decompJPEG_1440x1440_Q25, 0.101771, 0.201219512195123
CopticBookModel_simpL5_qp9_qt10_decompJPEG_512x512_Q10, 0.373172, 0.436046511627908
CopticBookModel_simpL6_qp10_qt8_decompJPEG_712x712_Q75, 0.164833, 0.21875
CopticBookModel_simpL6_qp8_qt10_decompJPEG_2048x2048_Q75, 0.260476, 0.453488372093023
CopticBookModel_simpL6_qp8_qt9_decompJPEG_1440x1440_Q50, 0.283286, 0.477272727272728
CopticBookModel_simpL6_qp9_qt9_decompJPEG_1440x1440_Q50, 0.162453, 0.244186046511627
CopticBookModel_simpL7_qp10_qt6_decompJPEG_1024x1024_Q75, 0.491204, 0.68452380952381
CopticBookModel_simpL7_qp10_qt6_decompJPEG_1440x1440_Q10, 0.530487, 0.732954545454545
CopticBookModel_simpL7_qp10_qt7_decompJPEG_512x512_Q90, 0.281206, 0.425
CopticBookModel_simpL7_qp10_qt8_decompJPEG_512x512_Q25, 0.283748, 0.354651162790698
CopticBookModel_simpL7_qp8_qt6_decompJPEG_1024x1024_Q75, 0.536356, 0.680232558139535
CopticBookModel_simpL7_qp8_qt6_decompJPEG_1440x1440_Q10, 0.573830, 0.75595238095238
CopticBookModel_simpL7_qp8_qt6_decompJPEG_2048x2048_Q10, 0.578315, 0.76875
CopticBookModel_simpL7_qp8_qt7_decompJPEG_1024x1024_Q75, 0.367274, 0.59090909090909
CopticBookModel_simpL8_qp11_qt10_decompJPEG_1024x1024_Q90, 0.187868, 0.25609756097561
CopticBookModel_simpL8_qp9_qt10_decompJPEG_1440x1440_Q90, 0.224321, 0.296511627906977
CopticBookModel_simpL8_qp9_qt10_decompJPEG_512x512_Q75, 0.256798, 0.426136363636363
CopticBookModel_simpL8_qp9_qt7_decompJPEG_512x512_Q75, 0.340145, 0.583333333333332
CopticBookModel_simpL8_qp9_qt9_decompJPEG_1024x1024_Q10, 0.358504, 0.431818181818183
CopticBookModel_simpL8_qp9_qt9_decompJPEG_1440x1440_Q50, 0.238511, 0.335227272727272
CopticBookModel_simpL9_qp10_qt6_decompJPEG_2048x2048_Q75, 0.517883, 0.732142857142858
CopticBookModel_simpL9_qp10_qt6_decompJPEG_2048x2048_Q90, 0.515727, 0.744318181818183
CopticBookModel_simpL9_qp10_qt8_decompJPEG_1440x1440_Q90, 0.300681, 0.46590909090909
CopticBookModel_simpL9_qp10_qt9_decompJPEG_2048x2048_Q50, 0.277747, 0.446428571428573
CopticBookModel_simpL9_qp11_qt10_decompJPEG_1024x1024_Q90, 0.266193, 0.36904761904762
CopticBookModel_simpL9_qp11_qt6_decompJPEG_1024x1024_Q75, 0.508188, 0.710227272727272
CopticBookModel_simpL9_qp11_qt6_decompJPEG_2048x2048_Q50, 0.514715, 0.766666666666667
CopticBookModel_simpL9_qp11_qt6_decompJPEG_2048x2048_Q90, 0.514832, 0.738095238095237
CopticBookModel_simpL9_qp11_qt7_decompJPEG_1024x1024_Q90, 0.354317, 0.555555555555555
CopticBookModel_simpL9_qp8_qt8_decompJPEG_712x712_Q50, 0.348611, 0.541666666666668
CopticBookModel_simpL9_qp9_qt10_decompJPEG_712x712_Q25, 0.349159, 0.476744186046512
CopticBookModel_simpL9_qp9_qt6_decompJPEG_2048x2048_Q25, 0.514528, 0.75
CopticBookModel_simpL9_qp9_qt6_decompJPEG_2048x2048_Q50, 0.511311, 0.726744186046512
CopticBookModel_simpL9_qp9_qt6_decompJPEG_2048x2048_Q75, 0.512590, 0.722222222222223
CopticBookModel_simpL9_qp9_qt6_decompJPEG_2048x2048_Q90, 0.510945, 0.767045454545455
CopticBookModel_simpL9_qp9_qt6_decompJPEG_712x712_Q75, 0.509540, 0.704545454545455
CopticBookModel_simpL9_qp9_qt7_decompJPEG_712x712_Q50, 0.372405, 0.548780487804878
CopticBookModel_simpL9_qp9_qt7_decompJPEG_712x712_Q90, 0.358705, 0.546511627906977
CopticBookModel_simpL9_qp9_qt8_decompJPEG_1024x1024_Q25, 0.329563, 0.505813953488373
load_objects_simpL1_qp10_qt10_decompJPEG_1024x1024_Q75, 0.288415, 0.25
load_objects_simpL1_qp10_qt6_decompJPEG_712x712_Q75, 0.386760, 0.34659090909091
load_objects_simpL1_qp8_qt7_decompJPEG_2048x2048_Q10, 0.976977, 0.852564102564102
load_objects_simpL1_qp9_qt10_decompJPEG_2048x2048_Q10, 0.679522, 0.47159090909091
load_objects_simpL1_qp9_qt6_decompJPEG_1440x1440_Q25, 0.717793, 0.583333333333332
load_objects_simpL1_qp9_qt6_decompJPEG_2048x2048_Q25, 0.719635, 0.61875
load_objects_simpL1_qp9_qt8_decompJPEG_712x712_Q25, 0.682926, 0.5
load_objects_simpL10_qp7_qt6_decompJPEG_1440x1440_Q10, 0.796879, 0.7625
load_objects_simpL10_qp7_qt8_decompJPEG_1440x1440_Q75, 0.696725, 0.715116279069767
load_objects_simpL10_qp8_qt10_decompJPEG_512x512_Q50, 0.732958, 0.75
load_objects_simpL10_qp8_qt8_decompJPEG_1440x1440_Q25, 0.690382, 0.69047619047619
load_objects_simpL10_qp9_qt6_decompJPEG_512x512_Q50, 0.762017, 0.720238095238095
load_objects_simpL2_qp8_qt6_decompJPEG_1440x1440_Q10, 0.964359, 0.80813953488372
load_objects_simpL2_qp8_qt6_decompJPEG_2048x2048_Q10, 0.961959, 0.80952380952381
load_objects_simpL3_qp8_qt10_decompJPEG_2048x2048_Q10, 0.933486, 0.794444444444445
load_objects_simpL3_qp8_qt10_decompJPEG_512x512_Q10, 0.945285, 0.806818181818183
load_objects_simpL3_qp8_qt7_decompJPEG_1024x1024_Q25, 0.943224, 0.77840909090909
load_objects_simpL3_qp8_qt7_decompJPEG_1440x1440_Q25, 0.939313, 0.7875
load_objects_simpL3_qp8_qt7_decompJPEG_2048x2048_Q75, 0.932430, 0.77906976744186
load_objects_simpL3_qp9_qt10_decompJPEG_1440x1440_Q90, 0.600189, 0.494186046511627
load_objects_simpL3_qp9_qt10_decompJPEG_512x512_Q50, 0.629603, 0.44047619047619
load_objects_simpL4_qp8_qt10_decompJPEG_512x512_Q10, 0.931655, 0.81875
load_objects_simpL4_qp8_qt6_decompJPEG_2048x2048_Q90, 0.924735, 0.813953488372092
load_objects_simpL4_qp8_qt8_decompJPEG_2048x2048_Q10, 0.920807, 0.75
load_objects_simpL4_qp8_qt9_decompJPEG_1024x1024_Q25, 0.913288, 0.77906976744186
load_objects_simpL5_qp8_qt10_decompJPEG_1024x1024_Q50, 0.874500, 0.763157894736842
load_objects_simpL5_qp8_qt6_decompJPEG_1440x1440_Q25, 0.911779, 0.686046511627908
load_objects_simpL5_qp8_qt6_decompJPEG_2048x2048_Q25, 0.916555, 0.797619047619047
load_objects_simpL5_qp8_qt7_decompJPEG_1440x1440_Q25, 0.899991, 0.76219512195122
load_objects_simpL6_qp7_qt10_decompJPEG_1440x1440_Q90, 0.992307, 0.976190476190475
load_objects_simpL6_qp7_qt7_decompJPEG_1440x1440_Q75, 0.993672, 0.952380952380953
load_objects_simpL6_qp8_qt6_decompJPEG_1440x1440_Q10, 0.896124, 0.720238095238095
load_objects_simpL6_qp8_qt6_decompJPEG_512x512_Q90, 0.875189, 0.761627906976745
load_objects_simpL6_qp8_qt7_decompJPEG_512x512_Q10, 0.890114, 0.78409090909091
load_objects_simpL6_qp9_qt6_decompJPEG_2048x2048_Q75, 0.522946, 0.41875
load_objects_simpL6_qp9_qt9_decompJPEG_712x712_Q25, 0.472242, 0.35625
load_objects_simpL7_qp7_qt10_decompJPEG_1440x1440_Q90, 0.979169, 0.960227272727272
load_objects_simpL7_qp7_qt10_decompJPEG_2048x2048_Q90, 0.978225, 0.951219512195123
load_objects_simpL7_qp7_qt6_decompJPEG_2048x2048_Q90, 0.988463, 0.959302325581395
load_objects_simpL7_qp7_qt9_decompJPEG_2048x2048_Q90, 0.978292, 0.926136363636362
load_objects_simpL7_qp8_qt6_decompJPEG_1024x1024_Q10, 0.828638, 0.662790697674417
load_objects_simpL7_qp8_qt6_decompJPEG_2048x2048_Q25, 0.820910, 0.65340909090909
load_objects_simpL7_qp8_qt7_decompJPEG_1024x1024_Q10, 0.808549, 0.634146341463415
load_objects_simpL7_qp8_qt8_decompJPEG_1024x1024_Q10, 0.800196, 0.702380952380953
load_objects_simpL7_qp8_qt9_decompJPEG_2048x2048_Q10, 0.784424, 0.674418604651163
load_objects_simpL7_qp9_qt6_decompJPEG_2048x2048_Q50, 0.445907, 0.43452380952381
load_objects_simpL8_qp8_qt10_decompJPEG_1024x1024_Q25, 0.683369, 0.61046511627907
load_objects_simpL8_qp8_qt10_decompJPEG_2048x2048_Q10, 0.702698, 0.647727272727272
load_objects_simpL8_qp8_qt10_decompJPEG_512x512_Q90, 0.661965, 0.627777777777778
load_objects_simpL8_qp8_qt6_decompJPEG_1440x1440_Q25, 0.732295, 0.601190476190475
load_objects_simpL8_qp8_qt9_decompJPEG_2048x2048_Q10, 0.704202, 0.6875
load_objects_simpL9_qp7_qt6_decompJPEG_2048x2048_Q10, 0.896216, 0.875
load_objects_simpL9_qp9_qt6_decompJPEG_2048x2048_Q90, 0.308631, 0.375
mask-from-madang-province_simpL1_qp10_qt10_decompJPEG_712x712_Q10, 0.265299, 0.176829268292682
mask-from-madang-province_simpL1_qp10_qt7_decompJPEG_512x512_Q25, 0.677336, 0.857142857142857
mask-from-madang-province_simpL1_qp7_qt6_decompJPEG_512x512_Q10, 0.966349, 0.957317073170733
mask-from-madang-province_simpL1_qp7_qt9_decompJPEG_512x512_Q10, 0.882386, 0.91875
mask-from-madang-province_simpL1_qp8_qt7_decompJPEG_712x712_Q50, 0.788283, 0.807692307692307
mask-from-madang-province_simpL1_qp8_qt8_decompJPEG_1440x1440_Q10, 0.659120, 0.54375
mask-from-madang-province_simpL1_qp8_qt8_decompJPEG_512x512_Q10, 0.723814, 0.646341463414635
mask-from-madang-province_simpL1_qp9_qt10_decompJPEG_2048x2048_Q10, 0.325809, 0.3
mask-from-madang-province_simpL1_qp9_qt8_decompJPEG_512x512_Q25, 0.567973, 0.465116279069767
mask-from-madang-province_simpL1_qp9_qt9_decompJPEG_712x712_Q75, 0.365507, 0.380681818181817
mask-from-madang-province_simpL10_qp7_qt8_decompJPEG_1024x1024_Q90, 0.703110, 0.681818181818183
mask-from-madang-province_simpL10_qp9_qt9_decompJPEG_1024x1024_Q25, 0.689487, 0.708333333333332
mask-from-madang-province_simpL2_qp10_qt8_decompJPEG_1024x1024_Q50, 0.428713, 0.41860465116279
mask-from-madang-province_simpL2_qp10_qt8_decompJPEG_512x512_Q10, 0.551825, 0.52840909090909
mask-from-madang-province_simpL2_qp11_qt7_decompJPEG_1024x1024_Q75, 0.656258, 0.825581395348838
mask-from-madang-province_simpL2_qp11_qt7_decompJPEG_2048x2048_Q90, 0.664891, 0.77906976744186
mask-from-madang-province_simpL2_qp11_qt8_decompJPEG_1024x1024_Q10, 0.442525, 0.44186046511628
mask-from-madang-province_simpL2_qp7_qt7_decompJPEG_712x712_Q10, 0.926802, 0.954545454545455
mask-from-madang-province_simpL2_qp7_qt9_decompJPEG_712x712_Q10, 0.849381, 0.883720930232557
mask-from-madang-province_simpL2_qp8_qt7_decompJPEG_512x512_Q10, 0.816391, 0.8125
mask-from-madang-province_simpL2_qp9_qt8_decompJPEG_1440x1440_Q10, 0.586895, 0.517045454545455
mask-from-madang-province_simpL2_qp9_qt9_decompJPEG_712x712_Q10, 0.470431, 0.378048780487805
mask-from-madang-province_simpL2_qp9_qt9_decompJPEG_712x712_Q75, 0.363962, 0.323170731707317
mask-from-madang-province_simpL3_qp10_qt8_decompJPEG_2048x2048_Q10, 0.459318, 0.482142857142858
mask-from-madang-province_simpL3_qp11_qt7_decompJPEG_1024x1024_Q75, 0.648843, 0.775
mask-from-madang-province_simpL3_qp11_qt7_decompJPEG_2048x2048_Q90, 0.659238, 0.761627906976745
mask-from-madang-province_simpL3_qp11_qt8_decompJPEG_1440x1440_Q10, 0.413306, 0.476190476190475
mask-from-madang-province_simpL3_qp11_qt8_decompJPEG_2048x2048_Q10, 0.414765, 0.4
mask-from-madang-province_simpL3_qp8_qt10_decompJPEG_512x512_Q10, 0.609196, 0.56875
mask-from-madang-province_simpL3_qp9_qt8_decompJPEG_1440x1440_Q25, 0.537271, 0.517045454545455
mask-from-madang-province_simpL4_qp8_qt9_decompJPEG_2048x2048_Q10, 0.508455, 0.55952380952381
mask-from-madang-province_simpL5_qp10_qt8_decompJPEG_712x712_Q10, 0.451933, 0.458333333333332
mask-from-madang-province_simpL5_qp11_qt7_decompJPEG_1440x1440_Q75, 0.635008, 0.78409090909091
mask-from-madang-province_simpL5_qp8_qt10_decompJPEG_2048x2048_Q75, 0.416115, 0.5
mask-from-madang-province_simpL5_qp8_qt8_decompJPEG_712x712_Q10, 0.638038, 0.704545454545455
mask-from-madang-province_simpL5_qp8_qt8_decompJPEG_712x712_Q90, 0.562047, 0.625
mask-from-madang-province_simpL5_qp9_qt9_decompJPEG_1024x1024_Q10, 0.371196, 0.322222222222223
mask-from-madang-province_simpL5_qp9_qt9_decompJPEG_712x712_Q10, 0.407772, 0.310975609756098
mask-from-madang-province_simpL6_qp10_qt6_decompJPEG_512x512_Q10, 0.835099, 0.848837209302325
mask-from-madang-province_simpL6_qp10_qt7_decompJPEG_1440x1440_Q10, 0.668951, 0.806818181818183
mask-from-madang-province_simpL6_qp10_qt8_decompJPEG_512x512_Q25, 0.375496, 0.28048780487805
mask-from-madang-province_simpL6_qp10_qt8_decompJPEG_712x712_Q10, 0.417760, 0.46590909090909
mask-from-madang-province_simpL6_qp7_qt7_decompJPEG_2048x2048_Q75, 0.851509, 0.958333333333332
mask-from-madang-province_simpL7_qp10_qt7_decompJPEG_2048x2048_Q10, 0.644178, 0.790697674418605
mask-from-madang-province_simpL7_qp7_qt7_decompJPEG_512x512_Q50, 0.814830, 0.883720930232557
mask-from-madang-province_simpL7_qp8_qt10_decompJPEG_512x512_Q10, 0.531489, 0.61046511627907
mask-from-madang-province_simpL7_qp9_qt10_decompJPEG_512x512_Q10, 0.369775, 0.448863636363637
mask-from-madang-province_simpL7_qp9_qt7_decompJPEG_1440x1440_Q10, 0.676137, 0.75595238095238
mask-from-madang-province_simpL8_qp11_qt7_decompJPEG_1440x1440_Q25, 0.569124, 0.725
mask-from-madang-province_simpL8_qp8_qt8_decompJPEG_1024x1024_Q50, 0.453712, 0.477272727272728
mask-from-madang-province_simpL8_qp8_qt9_decompJPEG_712x712_Q10, 0.458653, 0.516666666666667
mask-from-madang-province_simpL8_qp9_qt6_decompJPEG_2048x2048_Q10, 0.813559, 0.845238095238095
mask-from-madang-province_simpL9_qp10_qt7_decompJPEG_512x512_Q50, 0.531347, 0.50625
mask-from-madang-province_simpL9_qp7_qt8_decompJPEG_512x512_Q90, 0.576249, 0.76111111111111
mask-from-madang-province_simpL9_qp7_qt9_decompJPEG_512x512_Q25, 0.560300, 0.767857142857143
mask-from-madang-province_simpL9_qp8_qt7_decompJPEG_512x512_Q90, 0.594496, 0.674418604651163
mask-from-madang-province_simpL9_qp8_qt8_decompJPEG_1024x1024_Q25, 0.363730, 0.430232558139535
mask-from-madang-province_simpL9_qp8_qt8_decompJPEG_512x512_Q10, 0.517507, 0.605263157894738
mask-from-madang-province_simpL9_qp8_qt8_decompJPEG_512x512_Q25, 0.394604, 0.505681818181817
mask-from-madang-province_simpL9_qp9_qt8_decompJPEG_512x512_Q10, 0.447945, 0.546511627906977
pizza_bakedUV_simpL1_qp10_qt10_decompJPEG_512x512_Q25, 0.346308, 0.323170731707317
pizza_bakedUV_simpL1_qp11_qt10_decompJPEG_512x512_Q25, 0.342626, 0.290697674418605
pizza_bakedUV_simpL1_qp11_qt10_decompJPEG_512x512_Q50, 0.297169, 0.232954545454545
pizza_bakedUV_simpL1_qp11_qt10_decompJPEG_512x512_Q75, 0.248727, 0.255681818181817
pizza_bakedUV_simpL1_qp11_qt9_decompJPEG_512x512_Q50, 0.298106, 0.2625
pizza_bakedUV_simpL1_qp7_qt7_decompJPEG_2048x2048_Q25, 0.502505, 0.636363636363637
pizza_bakedUV_simpL1_qp7_qt7_decompJPEG_712x712_Q10, 0.602989, 0.716666666666667
pizza_bakedUV_simpL10_qp11_qt8_decompJPEG_512x512_Q90, 0.684873, 0.857954545454545
pizza_bakedUV_simpL10_qp7_qt9_decompJPEG_1024x1024_Q90, 0.664441, 0.948863636363638
pizza_bakedUV_simpL2_qp10_qt10_decompJPEG_712x712_Q50, 0.226094, 0.166666666666667
pizza_bakedUV_simpL2_qp10_qt9_decompJPEG_712x712_Q50, 0.230787, 0.202380952380953
pizza_bakedUV_simpL2_qp11_qt10_decompJPEG_512x512_Q25, 0.346225, 0.30232558139535
pizza_bakedUV_simpL2_qp11_qt10_decompJPEG_512x512_Q50, 0.301284, 0.255681818181817
pizza_bakedUV_simpL2_qp11_qt10_decompJPEG_512x512_Q75, 0.253636, 0.232142857142857
pizza_bakedUV_simpL2_qp7_qt9_decompJPEG_1440x1440_Q50, 0.423333, 0.65340909090909
pizza_bakedUV_simpL2_qp8_qt8_decompJPEG_2048x2048_Q50, 0.259241, 0.303571428571427
pizza_bakedUV_simpL2_qp9_qt6_decompJPEG_512x512_Q50, 0.627718, 0.575581395348837
pizza_bakedUV_simpL2_qp9_qt7_decompJPEG_1024x1024_Q90, 0.284914, 0.289772727272728
pizza_bakedUV_simpL3_qp10_qt10_decompJPEG_1024x1024_Q10, 0.294195, 0.344444444444445
pizza_bakedUV_simpL3_qp11_qt8_decompJPEG_2048x2048_Q90, 0.181247, 0.18125
pizza_bakedUV_simpL3_qp9_qt10_decompJPEG_512x512_Q10, 0.484563, 0.51875
pizza_bakedUV_simpL4_qp10_qt10_decompJPEG_712x712_Q25, 0.280951, 0.273809523809525
pizza_bakedUV_simpL4_qp11_qt10_decompJPEG_712x712_Q50, 0.240549, 0.267045454545455
pizza_bakedUV_simpL4_qp11_qt9_decompJPEG_712x712_Q25, 0.282811, 0.267441860465118
pizza_bakedUV_simpL4_qp8_qt10_decompJPEG_712x712_Q25, 0.332250, 0.33888888888889
pizza_bakedUV_simpL4_qp9_qt8_decompJPEG_512x512_Q50, 0.344969, 0.357954545454545
pizza_bakedUV_simpL5_qp10_qt8_decompJPEG_1440x1440_Q25, 0.230541, 0.322222222222223
pizza_bakedUV_simpL5_qp11_qt10_decompJPEG_512x512_Q50, 0.326339, 0.313953488372092
pizza_bakedUV_simpL5_qp9_qt8_decompJPEG_712x712_Q25, 0.321741, 0.329545454545455
pizza_bakedUV_simpL6_qp10_qt7_decompJPEG_1440x1440_Q25, 0.307182, 0.38125
pizza_bakedUV_simpL6_qp11_qt10_decompJPEG_712x712_Q25, 0.307770, 0.420454545454545
pizza_bakedUV_simpL6_qp7_qt9_decompJPEG_512x512_Q10, 0.640284, 0.69047619047619
pizza_bakedUV_simpL6_qp8_qt7_decompJPEG_2048x2048_Q90, 0.328875, 0.459302325581395
pizza_bakedUV_simpL6_qp9_qt9_decompJPEG_512x512_Q75, 0.318333, 0.408536585365852
pizza_bakedUV_simpL7_qp10_qt10_decompJPEG_2048x2048_Q75, 0.213458, 0.34090909090909
pizza_bakedUV_simpL7_qp10_qt6_decompJPEG_512x512_Q50, 0.607429, 0.65340909090909
pizza_bakedUV_simpL7_qp10_qt6_decompJPEG_512x512_Q75, 0.594913, 0.627906976744185
pizza_bakedUV_simpL7_qp10_qt8_decompJPEG_1024x1024_Q90, 0.249138, 0.357142857142858
pizza_bakedUV_simpL7_qp10_qt8_decompJPEG_512x512_Q25, 0.421453, 0.47093023255814
pizza_bakedUV_simpL8_qp11_qt7_decompJPEG_1440x1440_Q75, 0.343518, 0.49390243902439
pizza_bakedUV_simpL8_qp11_qt9_decompJPEG_2048x2048_Q10, 0.312614, 0.483333333333333
pizza_bakedUV_simpL8_qp7_qt7_decompJPEG_2048x2048_Q90, 0.450941, 0.648809523809525
pizza_bakedUV_simpL8_qp8_qt7_decompJPEG_1440x1440_Q75, 0.372714, 0.575
pizza_bakedUV_simpL8_qp8_qt7_decompJPEG_2048x2048_Q75, 0.368947, 0.55625
pizza_bakedUV_simpL8_qp9_qt6_decompJPEG_2048x2048_Q75, 0.601309, 0.65909090909091
pizza_bakedUV_simpL8_qp9_qt8_decompJPEG_712x712_Q90, 0.323752, 0.482954545454545
pizza_bakedUV_simpL8_qp9_qt9_decompJPEG_1024x1024_Q50, 0.307463, 0.5
pizza_bakedUV_simpL8_qp9_qt9_decompJPEG_712x712_Q90, 0.305161, 0.482558139534882
pizza_bakedUV_simpL9_qp10_qt7_decompJPEG_1440x1440_Q25, 0.462201, 0.601190476190475
pizza_bakedUV_simpL9_qp11_qt10_decompJPEG_2048x2048_Q90, 0.381706, 0.604651162790698
pizza_bakedUV_simpL9_qp11_qt7_decompJPEG_2048x2048_Q90, 0.442118, 0.61046511627907
pizza_bakedUV_simpL9_qp7_qt8_decompJPEG_1440x1440_Q90, 0.484105, 0.702380952380953
pizza_bakedUV_simpL9_qp8_qt10_decompJPEG_1440x1440_Q50, 0.402065, 0.58125
pizza_bakedUV_simpL9_qp8_qt7_decompJPEG_2048x2048_Q90, 0.447834, 0.627906976744185
pizza_bakedUV_simpL9_qp8_qt8_decompJPEG_1440x1440_Q50, 0.422725, 0.640243902439025
pizza_bakedUV_simpL9_qp9_qt9_decompJPEG_2048x2048_Q90, 0.390584, 0.593023255813953
SculptureShaman_simpL1_qp10_qt8_decompJPEG_2048x2048_Q10, 0.326956, 0.178571428571427
SculptureShaman_simpL1_qp10_qt8_decompJPEG_2048x2048_Q25, 0.238514, 0.127906976744185
SculptureShaman_simpL1_qp11_qt8_decompJPEG_2048x2048_Q10, 0.264968, 0.180232558139535
SculptureShaman_simpL1_qp7_qt6_decompJPEG_1024x1024_Q10, 0.997267, 0.942307692307693
